business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Old School Intl Seafood Csn;167;;Middle Schools & High Schools;0;817 NW 54th St Miami, FL 33127;25.8250779;-80.2107339;0;https://www.yelp.com/biz/old-school-intl-seafood-csn-miami
Miami-Dade County Public Schools;168;;Elementary Schools,Middle Schools & High Schools;0;13100 SW 59th St Miami, FL 33183;25.711933;-80.4060431;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-103
Toussaint Louverture Community School;169;;Elementary Schools,Middle Schools & High Schools;0;120 NE 59th St Miami, FL 33137;25.8296261;-80.1939533;0;https://www.yelp.com/biz/toussaint-louverture-community-school-miami
Mater Academy Charter Middle/High School;170;1;Elementary Schools,Middle Schools & High Schools;3.0;7901 NW 103rd St Hialeah, FL 33016;25.8684089;-80.3255923;0;https://www.yelp.com/biz/mater-academy-charter-middle-high-school-hialeah
Miami-Dade County Public Schools;171;;Elementary Schools,Middle Schools & High Schools;0;514 NW 77th St Miami, FL 33150;25.8445809;-80.2054677;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-222
Holmes Elementary;172;;Elementary Schools,Middle Schools & High Schools;0;1175 NW 67th St Miami, FL 33150;25.8363771;-80.215912;0;https://www.yelp.com/biz/holmes-elementary-miami
Miami-Dade County Public Schools;173;;Elementary Schools,Middle Schools & High Schools;0;13200 SW 79th St Miami, FL 33183;25.6951329;-80.406678;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-66
Miami-Dade County Public Schools;174;;Elementary Schools,Middle Schools & High Schools;0;8390 NW 7th Ave Miami, FL 33150;25.8520212;-80.2093493;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-220
Miami-Dade County Public Schools;175;;Elementary Schools,Middle Schools & High Schools;0;4861 SW 140th Ave Miami, FL 33175;25.721312;-80.42021;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-38
Miami-Dade County Public Schools;176;;Elementary Schools,Middle Schools & High Schools;0;6620 NE 5th Ave Miami, FL 33138;25.8367174;-80.1869958;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-107
Florida International Academy;177;;Elementary Schools,Middle Schools & High Schools;0;7630 Biscayne Blvd Miami, FL 33138;25.845488;-80.184965;0;https://www.yelp.com/biz/florida-international-academy-miami
Miami-Dade County Public Schools;178;;Elementary Schools,Middle Schools & High Schools;0;9950 NW 19th Ave Miami, FL 33147;25.8658273;-80.2307143;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-150
Miami-Dade County Public Schools;179;;Elementary Schools,Middle Schools & High Schools;0;10151 NW 19th Ave Miami, FL 33147;25.8670881;-80.2301785;0;https://www.yelp.com/biz/miami-dade-county-public-schools-miami-62
Revelation Community Education Center;180;;Elementary Schools,Middle Schools & High Schools;0;8390 NW 14th Ave Miami, FL 33147;25.851692;-80.221521;0;https://www.yelp.com/biz/revelation-community-education-center-miami
St. Thomas Episcopal Parish School;181;1;Middle Schools & High Schools;5.0;5692 N Kendall Dr Coral Gables, FL 33156;25.689608;-80.284225;0;https://www.yelp.com/biz/st-thomas-episcopal-parish-school-coral-gables
Lincoln Marti Schools;182;;Middle Schools & High Schools;0;335 NE 61st St Miami, FL 33137;25.8327087;-80.1894042;0;https://www.yelp.com/biz/lincoln-marti-schools-miami-24
Hialeah Gardens High School;183;1;Middle Schools & High Schools;3.0;11700 Hialeah Gardens Blvd Hialeah, FL 33018;25.8798001;-80.3532702;0;https://www.yelp.com/biz/hialeah-gardens-high-school-hialeah
