business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
M G Universal Pharmacy;607;;Drugstores;0;4065 E 8th Ave Hialeah, FL 33013;25.85939;-80.266336;0;https://www.yelp.com/biz/m-g-universal-pharmacy-hialeah
Perdomos Pharmacy and Discount;608;;Drugstores;0;4288 Palm Ave Hialeah, FL 33012;25.8611946;-80.282852;0;https://www.yelp.com/biz/perdomos-pharmacy-and-discount-hialeah
Martinez Drug;609;;Drugstores;0;874 E 41st St Hialeah, FL 33013;25.85976;-80.265284;0;https://www.yelp.com/biz/martinez-drug-hialeah
Florida Independent Pharmacies Assoc;610;;Drugstores;0;13801 SW 34th St Miami, FL 33175;25.7366889;-80.418139;0;https://www.yelp.com/biz/florida-independent-pharmacies-assoc-miami
Sunrise Pharmacy;611;;Drugstores;0;4254 W 12th Ave Hialeah, FL 33012;25.8607342;-80.3066938;0;https://www.yelp.com/biz/sunrise-pharmacy-hialeah
Pill Box Pharmacy & Medical Supply;612;11;Drugstores;4.0;1700 NW 122nd Ter Pembroke Pines, FL 33026;26.0229094;-80.3105477;2;https://www.yelp.com/biz/pill-box-pharmacy-and-medical-supply-pembroke-pines
Cvs Pharmacy;613;6;Drugstores;2.5;1825 NE Miami Gardens Dr Miami, FL 33179;25.9464232;-80.1643412;2;https://www.yelp.com/biz/cvs-pharmacy-miami-11
Walgreens;614;11;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;1.0;4010 Sw 137Th Ave Miami, FL 33175;25.730756;-80.416281;2;https://www.yelp.com/biz/walgreens-miami-74
Publix;615;7;Drugstores,Grocery,Health Markets;3.5;4901 Volunteer Rd Southwest Ranches, FL 33330;26.0598496;-80.3481037;3;https://www.yelp.com/biz/publix-southwest-ranches
Publix;616;7;Drugstores;4.0;19441 Sheridan St Hollywood, FL 33019;26.031335;-80.407673;2;https://www.yelp.com/biz/publix-hollywood-4
Specialty Pharmacy and Discount;617;;Drugstores;0;4501 Palm Ave Hialeah, FL 33012;25.8634647;-80.2826856;0;https://www.yelp.com/biz/specialty-pharmacy-and-discount-hialeah
Pasteur Medical Pharmacy;618;;Drugstores;0;1233 W 44th Pl Hialeah, FL 33012;25.8625546;-80.30734;0;https://www.yelp.com/biz/pasteur-medical-pharmacy-hialeah
Walgreens;619;5;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;2.5;4473 Weston Rd Weston, FL 33331;26.0687725;-80.3632021;2;https://www.yelp.com/biz/walgreens-weston-5
Cvs Pharmacy;620;4;Drugstores;4.0;2599 SW 147th Ave Miami, FL 33185;25.7436559;-80.4315538;2;https://www.yelp.com/biz/cvs-pharmacy-miami-27
Publix At Westlake Commons;621;4;Beer, Wine & Spirits,Drugstores,Grocery;2.0;1700 Sheridan St Hollywood, FL 33020;26.032677;-80.139893;2;https://www.yelp.com/biz/publix-at-westlake-commons-hollywood
Pasteur Pharmacy;622;;Drugstores;0;4544 W 12th Ave Hialeah, FL 33012;25.8632138;-80.3067594;0;https://www.yelp.com/biz/pasteur-pharmacy-hialeah
Publix Super Markets;623;7;Drugstores,Grocery;4.5;4567 Weston Rd Weston, FL 33331;26.0650486;-80.3646442;2;https://www.yelp.com/biz/publix-super-markets-weston-5
Walgreens;624;1;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;5.0;18300 Nw 37Th Ave Miami Gardens, FL 33056;25.9409462;-80.261913;2;https://www.yelp.com/biz/walgreens-miami-gardens
Medcare Infusion Services;625;1;Drugstores;1.0;3085 West 80th St Hialeah, FL 33018;25.8955536;-80.3458948;0;https://www.yelp.com/biz/medcare-infusion-services-hialeah
Walgreens;626;4;Drugstores,Cosmetics & Beauty Supply,Convenience Stores;2.5;15701 Sw 72Nd St Miami, FL 33185;25.713889;-80.447689;2;https://www.yelp.com/biz/walgreens-miami-69
Ulrici Distributors;627;;Drugstores;0;Hialeah, FL 33002;25.8665814;-80.3043337;0;https://www.yelp.com/biz/ulrici-distributors-hialeah
Mery Pharmacy;628;;Drugstores;0;347 E 49th St Hialeah, FL 33013;25.8671921;-80.2757251;0;https://www.yelp.com/biz/mery-pharmacy-hialeah
Prescribit Rx;629;;Drugstores;0;975 W 49th St Hialeah, FL 33012;25.8670516;-80.3027945;0;https://www.yelp.com/biz/prescribit-rx-hialeah
Publix;630;64;Drugstores,Grocery,Health Markets;3.0;6876 Collins Ave Miami Beach, FL 33141;25.8531124503015;-80.1206238870778;2;https://www.yelp.com/biz/publix-miami-beach-2
Cvs Pharmacy;631;2;Drugstores;2.5;19800 NW 2nd Ave Miami, FL 33169;25.9566006;-80.2065654;2;https://www.yelp.com/biz/cvs-pharmacy-miami-3
Fantasy Pharmacy;632;;Drugstores;0;461 E 49th St Hialeah, FL 33013;25.8675551;-80.2734633;0;https://www.yelp.com/biz/fantasy-pharmacy-hialeah
La Perla Pharmacy;633;;Drugstores;0;11180 W Flagler St Miami, FL 33174;25.7679564;-80.3764139;0;https://www.yelp.com/biz/la-perla-pharmacy-miami
