business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Barry University, School of Podiatric Medicine;54;;Colleges & Universities;0;320 NW 115th St Miami, FL 33168;25.8802927;-80.2043141;0;https://www.yelp.com/biz/barry-university-school-of-podiatric-medicine-miami-2
Keiser University;55;6;Colleges & Universities;2.5;2101 NW 117th Ave Miami, FL 33172;25.7935665;-80.3842579;0;https://www.yelp.com/biz/keiser-university-miami
University of Miami;56;;Colleges & Universities;0;1425 NW 12th Ave Miami, FL 33136;25.7880951;-80.2149092;0;https://www.yelp.com/biz/university-of-miami-miami-21
University of Miami Schl of Mdcne Dvsn of Gstrntrl;57;;Colleges & Universities;0;1475 NW 12th Ave Miami, FL 33136;25.7888532;-80.2141799;0;https://www.yelp.com/biz/university-of-miami-schl-of-mdcne-dvsn-of-gstrntrl-miami
Miami-Dade College - Medical Campus;58;7;Colleges & Universities;3.0;950 NW 20th St Miami, FL 33127;25.7945295;-80.2102123;0;https://www.yelp.com/biz/miami-dade-college-medical-campus-miami
Barry University, Vivian Decker Alumni House;59;;Colleges & Universities;0;103 NE 115th St Miami, FL 33161;25.8809295;-80.1960207;0;https://www.yelp.com/biz/barry-university-vivian-decker-alumni-house-miami
Barry University, Vivian Decker Alumni House;60;;Colleges & Universities;0;103 NE 115th St Miami, FL 33161;25.8809295;-80.1960207;0;https://www.yelp.com/biz/barry-university-vivian-decker-alumni-house-miami-2
Lehman Theatre;61;;Performing Arts,Colleges & Universities;0;11380 NW 27th Ave Miami, FL 33167;25.8777567;-80.2429357;0;https://www.yelp.com/biz/lehman-theatre-miami
Barry University, School of Professional And Career Education;62;;Colleges & Universities;0;11415 NE 2nd Ave Miami, FL 33161;25.8796519;-80.1941353;0;https://www.yelp.com/biz/barry-university-school-of-professional-and-career-education-miami-2
Barry University, School of Professional And Career Education;63;;Colleges & Universities;0;11415 NE 2nd Ave Miami, FL 33161;25.8796519;-80.1941353;0;https://www.yelp.com/biz/barry-university-school-of-professional-and-career-education-miami
Brailwell University;64;;Colleges & Universities;0;6303 Blue Logoon Dr Miami, FL 33126;25.7836557;-80.3005129;0;https://www.yelp.com/biz/brailwell-university-miami
Center For Liver Diseases;65;;Colleges & Universities;0;1475 NW 12th Ave Miami, FL 33136;25.7888532;-80.2141799;0;https://www.yelp.com/biz/center-for-liver-diseases-miami
Barry University;66;;Colleges & Universities;0;8900 SW 107 Ave Miami, FL 33176;25.6857959;-80.3663486;0;https://www.yelp.com/biz/barry-university-miami-7
Humboldt International University;67;;Colleges & Universities;0;4000 W Flagler St Miami, FL 33134;25.7715187;-80.2618744;0;https://www.yelp.com/biz/humboldt-international-university-miami
University of Miami Dental Office;68;2;Colleges & Universities;1.0;1475 NW 12th Ave Miami, FL 33136;25.7888532;-80.2141799;0;https://www.yelp.com/biz/university-of-miami-dental-office-miami
University of Miami;69;;Colleges & Universities;0;5604 Merrick Dr Miami, FL 33125;25.7163992;-80.2763062;0;https://www.yelp.com/biz/university-of-miami-miami-39
Barry University;70;1;Colleges & Universities;4.0;11625 NE 2nd Ave Miami, FL 33161;25.8815665;-80.1938331;0;https://www.yelp.com/biz/barry-university-miami-6
University Education with Everest;71;;Colleges & Universities;0;2760 SW 137th Ave Miami, FL 33186;25.7423935;-80.4163101;0;https://www.yelp.com/biz/university-education-with-everest-miami
Miami Dade College;72;23;Colleges & Universities;2.5;300 NE 2nd Ave Miami, FL 33132;25.7775430698491;-80.1908930297689;0;https://www.yelp.com/biz/miami-dade-college-miami-13
College of Business & Technology;73;;Colleges & Universities;0;8700 W Flagler St Miami, FL 33174;25.7685487;-80.3374936;0;https://www.yelp.com/biz/college-of-business-and-technology-miami-2
Miami International University;74;;Colleges & Universities;0;1501 Biscayne Blvd Miami, FL 33132;25.7909756;-80.188086;0;https://www.yelp.com/biz/miami-international-university-miami
Brown Mackie College;75;;Colleges & Universities;0;1501 Biscayne Blvd Miami, FL 33132;25.7909756;-80.188086;0;https://www.yelp.com/biz/brown-mackie-college-miami
Florida Medical College;76;;Colleges & Universities;0;4953 SW 74th Ct Miami, FL 33155;25.7235040136858;-80.3138213832518;0;https://www.yelp.com/biz/florida-medical-college-miami
Fortis College;77;1;Colleges & Universities,Nursing Schools;5.0;19600 S Dixie Hwy Cutler Bay, FL 33157;25.5854411;-80.3642727;0;https://www.yelp.com/biz/fortis-college-cutler-bay
Northwestern University;78;;Colleges & Universities;0;95 Merrick Way Coral Gables, FL 33134;25.7518518;-80.2556821;0;https://www.yelp.com/biz/northwestern-university-coral-gables
